ID,Specimen,CollectionID,AccessionNumber,EditDate,EditUser,RecordCreationDate
1921,DRF0005,5,52170,2017-11-07 14:02:26.323,NA,2017-11-07 14:02:26.323
1922,DRF0004,5,52169,2017-11-07 14:02:26.543,NA,2017-11-07 14:02:26.543
1923,PAC0003,5,52185,2017-11-07 14:02:26.76,NA,2017-11-07 14:02:26.76
1924,RAM0006,5,52211,2017-11-07 14:02:26.98,NA,2017-11-07 14:02:26.98
1925,JJN0004,5,52181,2017-11-07 14:02:27.22,NA,2017-11-07 14:02:27.22
1926,RAM0013,5,52218,2017-11-07 14:02:27.44,NA,2017-11-07 14:02:27.44
1927,RAM0012,5,52217,2017-11-07 14:02:27.663,NA,2017-11-07 14:02:27.663
1928,RAM0011,5,52216,2017-11-07 14:02:27.883,NA,2017-11-07 14:02:27.883
1929,RAM0010,5,52215,2017-11-07 14:02:28.107,NA,2017-11-07 14:02:28.107
1930,RAM0009,5,52214,2017-11-07 14:02:28.34,NA,2017-11-07 14:02:28.34
1931,RAM0008,5,52213,2017-11-07 14:02:28.563,NA,2017-11-07 14:02:28.563
1932,RAM0007,5,52212,2017-11-07 14:02:28.787,NA,2017-11-07 14:02:28.787
1933,SWJ0097,7,23578,2017-11-07 14:02:29.01,NA,2017-11-07 14:02:29.01
1934,TCF0101,7,23579,2017-11-07 14:02:29.233,NA,2017-11-07 14:02:29.233
1935,AXP0189,7,23551,2017-11-07 14:02:29.453,NA,2017-11-07 14:02:29.453
1936,JKO0013,7,23581,2017-11-07 14:02:29.69,NA,2017-11-07 14:02:29.69
1937,DAA0166,7,23530,2017-11-07 14:02:29.92,NA,2017-11-07 14:02:29.92
1938,MIB0092,7,23582,2017-11-07 14:02:30.143,NA,2017-11-07 14:02:30.143
1939,JRH0014,7,23779,2017-11-07 14:02:30.37,NA,2017-11-07 14:02:30.37
1940,BGB0015,7,23526,2017-11-07 14:02:30.593,NA,2017-11-07 14:02:30.593
1941,BGB0001,7,23517,2017-11-07 14:02:30.813,NA,2017-11-07 14:02:30.813
1942,BGB0057,7,23527,2017-11-07 14:02:31.03,NA,2017-11-07 14:02:31.03
1943,BGB0058,7,23528,2017-11-07 14:02:31.25,NA,2017-11-07 14:02:31.25
1944,MRB0006,7,23531,2017-11-07 14:02:31.47,NA,2017-11-07 14:02:31.47
1945,JVG0018,7,23577,2017-11-07 14:02:31.69,NA,2017-11-07 14:02:31.69
1946,MRB0020,7,23533,2017-11-07 14:02:31.913,NA,2017-11-07 14:02:31.913
1947,RDP0068,7,23543,2017-11-07 14:02:32.137,NA,2017-11-07 14:02:32.137
1948,RDP0057,7,23542,2017-11-07 14:02:32.357,NA,2017-11-07 14:02:32.357
1949,RDP0056,7,23541,2017-11-07 14:02:32.577,NA,2017-11-07 14:02:32.577
1950,RDP0054,7,23540,2017-11-07 14:02:32.8,NA,2017-11-07 14:02:32.8
1951,RDP0053,7,23539,2017-11-07 14:02:33.02,NA,2017-11-07 14:02:33.02
1952,RDP0046,7,23537,2017-11-07 14:02:33.243,NA,2017-11-07 14:02:33.243
1953,TCF0093,7,23545,2017-11-07 14:02:33.463,NA,2017-11-07 14:02:33.463
1954,DAA0165,7,23529,2017-11-07 14:02:33.703,NA,2017-11-07 14:02:33.703
1955,MRB0023,7,23534,2017-11-07 14:02:33.923,NA,2017-11-07 14:02:33.923
1956,TCF0092,7,23544,2017-11-07 14:02:34.137,NA,2017-11-07 14:02:34.137
1957,MRB0019,7,23532,2017-11-07 14:02:34.353,NA,2017-11-07 14:02:34.353
1958,SWJ0096,7,23776,2017-11-07 14:02:34.577,NA,2017-11-07 14:02:34.577
1959,WSL0031,7,23546,2017-11-07 14:02:34.797,NA,2017-11-07 14:02:34.797
1960,AXP0064,7,23547,2017-11-07 14:02:35.017,NA,2017-11-07 14:02:35.017
1961,AXP0110,7,23548,2017-11-07 14:02:35.243,NA,2017-11-07 14:02:35.243
1962,AXP0126,7,23549,2017-11-07 14:02:35.463,NA,2017-11-07 14:02:35.463
1963,AXP0127,7,23550,2017-11-07 14:02:35.693,NA,2017-11-07 14:02:35.693
1964,RDP0044,7,23535,2017-11-07 14:02:35.913,NA,2017-11-07 14:02:35.913
1965,DJT0042,7,23644,2017-11-07 14:02:36.147,NA,2017-11-07 14:02:36.147
1966,JKO0012,7,23755,2017-11-07 14:02:36.367,NA,2017-11-07 14:02:36.367
1967,WSL0006,7,23568,2017-11-07 14:02:36.59,NA,2017-11-07 14:02:36.59
1968,WSL0008,7,23569,2017-11-07 14:02:36.813,NA,2017-11-07 14:02:36.813
1969,WSL0014,7,23570,2017-11-07 14:02:37.037,NA,2017-11-07 14:02:37.037
1970,WSL0017,7,23571,2017-11-07 14:02:37.253,NA,2017-11-07 14:02:37.253
1971,WSL0024,7,23572,2017-11-07 14:02:37.49,NA,2017-11-07 14:02:37.49
1972,WSL0026,7,23573,2017-11-07 14:02:37.713,NA,2017-11-07 14:02:37.713
1973,WSL0027,7,23574,2017-11-07 14:02:37.933,NA,2017-11-07 14:02:37.933
1974,WSL0028,7,23575,2017-11-07 14:02:38.157,NA,2017-11-07 14:02:38.157
1975,JBN0006,7,23566,2017-11-07 14:02:38.38,NA,2017-11-07 14:02:38.38
1976,HDM0180,7,23583,2017-11-07 14:02:38.603,NA,2017-11-07 14:02:38.603
1977,JRH0012,7,23565,2017-11-07 14:02:38.83,NA,2017-11-07 14:02:38.83
1978,DJT0047,7,23645,2017-11-07 14:02:39.05,NA,2017-11-07 14:02:39.05
1979,DJT0043,7,23646,2017-11-07 14:02:39.26,NA,2017-11-07 14:02:39.26
1980,JBN0005,7,23751,2017-11-07 14:02:39.48,NA,2017-11-07 14:02:39.48
1981,GCF0009,7,23756,2017-11-07 14:02:39.703,NA,2017-11-07 14:02:39.703
1982,WSL0030,7,23770,2017-11-07 14:02:39.923,NA,2017-11-07 14:02:39.923
1983,WSL0019,7,23771,2017-11-07 14:02:40.143,NA,2017-11-07 14:02:40.143
1984,WSL0013,7,23772,2017-11-07 14:02:40.367,NA,2017-11-07 14:02:40.367
1985,WSL0015,7,23775,2017-11-07 14:02:40.59,NA,2017-11-07 14:02:40.59
1986,WSL0005,7,23777,2017-11-07 14:02:40.81,NA,2017-11-07 14:02:40.81
1987,KLW0039,7,23576,2017-11-07 14:02:41.03,NA,2017-11-07 14:02:41.03
1988,DJT0045,7,23554,2017-11-07 14:02:41.247,NA,2017-11-07 14:02:41.247
1989,RDP0052,7,23538,2017-11-07 14:02:41.473,NA,2017-11-07 14:02:41.473
1990,BGB0002,7,23518,2017-11-07 14:02:41.697,NA,2017-11-07 14:02:41.697
1991,BGB0014,7,23525,2017-11-07 14:02:41.917,NA,2017-11-07 14:02:41.917
1992,BGB0013,7,23524,2017-11-07 14:02:42.157,NA,2017-11-07 14:02:42.157
1993,BGB0012,7,23523,2017-11-07 14:02:42.37,NA,2017-11-07 14:02:42.37
1994,BGB0010,7,23522,2017-11-07 14:02:42.59,NA,2017-11-07 14:02:42.59
1995,BGB0009,7,23521,2017-11-07 14:02:42.813,NA,2017-11-07 14:02:42.813
1996,BGB0007,7,23520,2017-11-07 14:02:43.033,NA,2017-11-07 14:02:43.033
1997,BGB0006,7,23519,2017-11-07 14:02:43.253,NA,2017-11-07 14:02:43.253
1998,SFG0001,7,23567,2017-11-07 14:02:43.473,NA,2017-11-07 14:02:43.473
1999,DJT0041,7,23553,2017-11-07 14:02:43.697,NA,2017-11-07 14:02:43.697
2000,TCF0100,7,23773,2017-11-07 14:02:43.917,NA,2017-11-07 14:02:43.917
2001,GCF0001,7,23555,2017-11-07 14:02:44.14,NA,2017-11-07 14:02:44.14
2002,GCF0002,7,23556,2017-11-07 14:02:44.363,NA,2017-11-07 14:02:44.363
2003,GCF0003,7,23557,2017-11-07 14:02:44.59,NA,2017-11-07 14:02:44.59
2004,GCF0005,7,23558,2017-11-07 14:02:44.82,NA,2017-11-07 14:02:44.82
2005,GCF0011,7,23560,2017-11-07 14:02:45.04,NA,2017-11-07 14:02:45.04
2006,GCF0012,7,23561,2017-11-07 14:02:45.257,NA,2017-11-07 14:02:45.257
2007,GCF0013,7,23562,2017-11-07 14:02:45.49,NA,2017-11-07 14:02:45.49
2008,JKO0017,7,23563,2017-11-07 14:02:45.707,NA,2017-11-07 14:02:45.707
2009,JKO0018,7,23564,2017-11-07 14:02:45.923,NA,2017-11-07 14:02:45.923
2010,DJT0038,7,23552,2017-11-07 14:02:46.143,NA,2017-11-07 14:02:46.143
2011,RDP0045,7,23536,2017-11-07 14:02:46.44,NA,2017-11-07 14:02:46.44
2017,DBF0015,11,57258,2017-11-07 14:02:47.78,NA,2017-11-07 14:02:47.78
2018,JRH0010,11,57276,2017-11-07 14:02:48,NA,2017-11-07 14:02:48
2019,DBF0041,11,57275,2017-11-07 14:02:48.24,NA,2017-11-07 14:02:48.24
2020,DBF0039,11,57274,2017-11-07 14:02:48.46,NA,2017-11-07 14:02:48.46
2021,DBF0037,11,57273,2017-11-07 14:02:48.677,NA,2017-11-07 14:02:48.677
2022,DBF0034,11,57272,2017-11-07 14:02:48.907,NA,2017-11-07 14:02:48.907
2023,DBF0033,11,57271,2017-11-07 14:02:49.14,NA,2017-11-07 14:02:49.14
2024,DBF0014,11,57257,2017-11-07 14:02:49.36,NA,2017-11-07 14:02:49.36
2025,JRH0011,11,57277,2017-11-07 14:02:49.58,NA,2017-11-07 14:02:49.58
2026,DBF0016,11,57259,2017-11-07 14:02:49.817,NA,2017-11-07 14:02:49.817
2027,DBF0018,11,57260,2017-11-07 14:02:50.033,NA,2017-11-07 14:02:50.033
2028,DBF0019,11,57261,2017-11-07 14:02:50.253,NA,2017-11-07 14:02:50.253
2029,DBF0021,11,57262,2017-11-07 14:02:50.483,NA,2017-11-07 14:02:50.483
2030,DBF0022,11,57263,2017-11-07 14:02:50.687,NA,2017-11-07 14:02:50.687
2031,DBF0023,11,57264,2017-11-07 14:02:50.91,NA,2017-11-07 14:02:50.91
2032,DBF0025,11,57265,2017-11-07 14:02:51.143,NA,2017-11-07 14:02:51.143
2033,DBF0027,11,57266,2017-11-07 14:02:51.363,NA,2017-11-07 14:02:51.363
2034,DBF0028,11,57267,2017-11-07 14:02:51.587,NA,2017-11-07 14:02:51.587
2035,JPP0010,11,58658,2017-11-07 14:02:51.81,NA,2017-11-07 14:02:51.81
2036,DBF0030,11,57269,2017-11-07 14:02:52.033,NA,2017-11-07 14:02:52.033
2037,DBF0029,11,57268,2017-11-07 14:02:52.257,NA,2017-11-07 14:02:52.257
2038,DBF0026,11,57247,2017-11-07 14:02:52.48,NA,2017-11-07 14:02:52.48
2039,JRH0013,11,57256,2017-11-07 14:02:52.7,NA,2017-11-07 14:02:52.7
2040,JRH0009,11,57255,2017-11-07 14:02:52.95,NA,2017-11-07 14:02:52.95
2041,DBF0043,11,57254,2017-11-07 14:02:53.17,NA,2017-11-07 14:02:53.17
2042,DBF0042,11,57253,2017-11-07 14:02:53.393,NA,2017-11-07 14:02:53.393
2043,DBF0040,11,57252,2017-11-07 14:02:53.617,NA,2017-11-07 14:02:53.617
2044,DBF0038,11,57251,2017-11-07 14:02:53.84,NA,2017-11-07 14:02:53.84
2045,DBF0036,11,57250,2017-11-07 14:02:54.063,NA,2017-11-07 14:02:54.063
2046,JPP0007,11,58655,2017-11-07 14:02:54.287,NA,2017-11-07 14:02:54.287
2047,DBF0031,11,57248,2017-11-07 14:02:54.513,NA,2017-11-07 14:02:54.513
2048,DBF0032,11,57270,2017-11-07 14:02:54.737,NA,2017-11-07 14:02:54.737
2049,DBF0024,11,57246,2017-11-07 14:02:54.963,NA,2017-11-07 14:02:54.963
2050,DBF0020,11,57245,2017-11-07 14:02:55.187,NA,2017-11-07 14:02:55.187
2051,DBF0017,11,57244,2017-11-07 14:02:55.41,NA,2017-11-07 14:02:55.41
2052,DBF0013,11,57243,2017-11-07 14:02:55.633,NA,2017-11-07 14:02:55.633
2053,DBF0012,11,57242,2017-11-07 14:02:55.853,NA,2017-11-07 14:02:55.853
2054,DBF0011,11,57241,2017-11-07 14:02:56.113,NA,2017-11-07 14:02:56.113
2055,DBF0010,11,57240,2017-11-07 14:02:56.337,NA,2017-11-07 14:02:56.337
2056,DBF0035,11,57249,2017-11-07 14:02:56.56,NA,2017-11-07 14:02:56.56
2057,JPP0009,11,58657,2017-11-07 14:02:56.78,NA,2017-11-07 14:02:56.78
2058,JPP0008,11,58656,2017-11-07 14:02:57.01,NA,2017-11-07 14:02:57.01
2059,JPP0006,11,58654,2017-11-07 14:02:57.23,NA,2017-11-07 14:02:57.23
2060,WFP0021,12,140641,2017-11-07 14:02:57.45,NA,2017-11-07 14:02:57.45
2061,WFP0018,12,140642,2017-11-07 14:02:57.67,NA,2017-11-07 14:02:57.67
2062,WFP0025,12,140645,2017-11-07 14:02:57.89,NA,2017-11-07 14:02:57.89
2063,WFP0026,12,140646,2017-11-07 14:02:58.113,NA,2017-11-07 14:02:58.113
2064,WFP0024,12,140644,2017-11-07 14:02:58.333,NA,2017-11-07 14:02:58.333
2065,WFP0020,12,140643,2017-11-07 14:02:58.553,NA,2017-11-07 14:02:58.553
2066,WFP0012,12,140640,2017-11-07 14:02:58.777,NA,2017-11-07 14:02:58.777
2067,WFP0028,12,140647,2017-11-07 14:02:59,NA,2017-11-07 14:02:59
2068,FMR0019,14,18774,2017-11-07 14:02:59.263,NA,2017-11-07 14:02:59.263
2069,WFP0500,14,18764,2017-11-07 14:02:59.5,NA,2017-11-07 14:02:59.5
2070,MLF0020,14,18770,2017-11-07 14:02:59.723,NA,2017-11-07 14:02:59.723
2071,GLF0183,14,18653,2017-11-07 14:02:59.953,NA,2017-11-07 14:02:59.953
2072,TBS0302,14,18771,2017-11-07 14:03:00.167,NA,2017-11-07 14:03:00.167
2073,GLF0083,14,18769,2017-11-07 14:03:00.387,NA,2017-11-07 14:03:00.387
2074,RWM0289,14,18768,2017-11-07 14:03:00.613,NA,2017-11-07 14:03:00.613
2075,RLC0038,14,18767,2017-11-07 14:03:00.833,NA,2017-11-07 14:03:00.833
2076,RWM0339,14,18761,2017-11-07 14:03:01.053,NA,2017-11-07 14:03:01.053
2077,WFP0502,14,18765,2017-11-07 14:03:01.307,NA,2017-11-07 14:03:01.307
2078,RWM0033,14,18762,2017-11-07 14:03:01.527,NA,2017-11-07 14:03:01.527
2079,RWM0023,14,19571,2017-11-07 14:03:01.753,NA,2017-11-07 14:03:01.753
2080,CBP0125,14,18775,2017-11-07 14:03:01.973,NA,2017-11-07 14:03:01.973
2081,MLF0019,14,18766,2017-11-07 14:03:02.203,NA,2017-11-07 14:03:02.203
2082,ADB0009,14,19442,2017-11-07 14:03:02.417,NA,2017-11-07 14:03:02.417
2083,OS 0030,14,18652,2017-11-07 14:03:02.637,NA,2017-11-07 14:03:02.637
2084,RLC0039,14,19502,2017-11-07 14:03:02.857,NA,2017-11-07 14:03:02.857
2085,JAH0179,14,19490,2017-11-07 14:03:03.083,NA,2017-11-07 14:03:03.083
2086,TBS0031,14,19489,2017-11-07 14:03:03.317,NA,2017-11-07 14:03:03.317
2087,MJJ0190,14,19488,2017-11-07 14:03:03.537,NA,2017-11-07 14:03:03.537
2088,JAH0180,14,19463,2017-11-07 14:03:03.757,NA,2017-11-07 14:03:03.757
2089,ADB0162,14,19462,2017-11-07 14:03:03.977,NA,2017-11-07 14:03:03.977
2090,RKF0023,14,19501,2017-11-07 14:03:04.2,NA,2017-11-07 14:03:04.2
2091,WCF0258,14,19443,2017-11-07 14:03:04.413,NA,2017-11-07 14:03:04.413
2092,TBS0126,14,18776,2017-11-07 14:03:04.643,NA,2017-11-07 14:03:04.643
2093,MLF0032,14,18788,2017-11-07 14:03:04.867,NA,2017-11-07 14:03:04.867
2094,MLF0030,14,18785,2017-11-07 14:03:05.09,NA,2017-11-07 14:03:05.09
2095,MLF0028,14,18784,2017-11-07 14:03:05.307,NA,2017-11-07 14:03:05.307
2096,MLF0027,14,18783,2017-11-07 14:03:05.54,NA,2017-11-07 14:03:05.54
2097,RWM0338,14,18780,2017-11-07 14:03:05.763,NA,2017-11-07 14:03:05.763
2098,FMR0020,14,18779,2017-11-07 14:03:05.987,NA,2017-11-07 14:03:05.987
2099,GLF0145,14,18777,2017-11-07 14:03:06.207,NA,2017-11-07 14:03:06.207
2100,TBS0019,14,19461,2017-11-07 14:03:06.427,NA,2017-11-07 14:03:06.427
2101,FMR0024,14,18731,2017-11-07 14:03:06.65,NA,2017-11-07 14:03:06.65
2102,JFL0029,14,19570,2017-11-07 14:03:06.89,NA,2017-11-07 14:03:06.89
2103,RWM0226,14,18722,2017-11-07 14:03:07.11,NA,2017-11-07 14:03:07.11
2104,RWM0336,14,18723,2017-11-07 14:03:07.333,NA,2017-11-07 14:03:07.333
2105,FMR0054,14,18724,2017-11-07 14:03:07.567,NA,2017-11-07 14:03:07.567
2106,FMR0028,14,18726,2017-11-07 14:03:07.787,NA,2017-11-07 14:03:07.787
2107,FMR0036,14,18727,2017-11-07 14:03:08.01,NA,2017-11-07 14:03:08.01
2108,FMR0032,14,18728,2017-11-07 14:03:08.23,NA,2017-11-07 14:03:08.23
2109,FMR0055,14,18720,2017-11-07 14:03:08.45,NA,2017-11-07 14:03:08.45
2110,FMR0030,14,18730,2017-11-07 14:03:08.663,NA,2017-11-07 14:03:08.663
2111,OS 0022,14,18650,2017-11-07 14:03:08.907,NA,2017-11-07 14:03:08.907
2112,FMR0038,14,18732,2017-11-07 14:03:09.13,NA,2017-11-07 14:03:09.13
2113,MLF0004,14,18733,2017-11-07 14:03:09.357,NA,2017-11-07 14:03:09.357
2114,FMR0031,14,18734,2017-11-07 14:03:09.88,NA,2017-11-07 14:03:09.88
2115,FMR0027,14,18735,2017-11-07 14:03:10.103,NA,2017-11-07 14:03:10.103
2116,FMR0021,14,18736,2017-11-07 14:03:10.327,NA,2017-11-07 14:03:10.327
2117,MLF0002,14,18737,2017-11-07 14:03:10.55,NA,2017-11-07 14:03:10.55
2118,RWM0337,14,18738,2017-11-07 14:03:10.773,NA,2017-11-07 14:03:10.773
2119,RWM0332,14,18729,2017-11-07 14:03:11.187,NA,2017-11-07 14:03:11.187
2120,MJJ0193,14,17754,2017-11-07 14:03:11.407,NA,2017-11-07 14:03:11.407
2121,WFP0271,14,17644,2017-11-07 14:03:11.627,NA,2017-11-07 14:03:11.627
2122,GLF0030,14,17645,2017-11-07 14:03:11.86,NA,2017-11-07 14:03:11.86
2123,GLF0010,14,17646,2017-11-07 14:03:12.1,NA,2017-11-07 14:03:12.1
2124,RLC0037,14,17648,2017-11-07 14:03:12.32,NA,2017-11-07 14:03:12.32
2125,CBP0022,14,17649,2017-11-07 14:03:12.543,NA,2017-11-07 14:03:12.543
2126,CBP0030,14,17662,2017-11-07 14:03:12.767,NA,2017-11-07 14:03:12.767
2127,WFP0289,14,17665,2017-11-07 14:03:12.99,NA,2017-11-07 14:03:12.99
2128,WFP0290,14,18721,2017-11-07 14:03:13.21,NA,2017-11-07 14:03:13.21
2129,RKF0005,14,17753,2017-11-07 14:03:13.43,NA,2017-11-07 14:03:13.43
2130,WFP0503,14,18741,2017-11-07 14:03:13.653,NA,2017-11-07 14:03:13.653
2131,ADB0165,14,17755,2017-11-07 14:03:13.87,NA,2017-11-07 14:03:13.87
2132,WFP0467,14,17761,2017-11-07 14:03:14.09,NA,2017-11-07 14:03:14.09
2133,ADB0033,14,17764,2017-11-07 14:03:14.313,NA,2017-11-07 14:03:14.313
2134,TBS0001,14,17767,2017-11-07 14:03:14.537,NA,2017-11-07 14:03:14.537
2135,DBZ0041,14,17769,2017-11-07 14:03:14.76,NA,2017-11-07 14:03:14.76
2136,OS 0009,14,18648,2017-11-07 14:03:14.997,NA,2017-11-07 14:03:14.997
2137,RWM0228,14,18649,2017-11-07 14:03:15.22,NA,2017-11-07 14:03:15.22
2138,TBS0007,14,17752,2017-11-07 14:03:15.44,NA,2017-11-07 14:03:15.44
2139,GLF0011,14,17663,2017-11-07 14:03:15.663,NA,2017-11-07 14:03:15.663
2140,ADB0166,14,19444,2017-11-07 14:03:15.883,NA,2017-11-07 14:03:15.883
2141,FMR0026,14,19460,2017-11-07 14:03:16.11,NA,2017-11-07 14:03:16.11
2142,ADB0025,14,19478,2017-11-07 14:03:16.367,NA,2017-11-07 14:03:16.367
2143,RKF0004,14,19479,2017-11-07 14:03:16.59,NA,2017-11-07 14:03:16.59
2144,WCF0274,14,19503,2017-11-07 14:03:16.813,NA,2017-11-07 14:03:16.813
2145,MJJ0156,14,19569,2017-11-07 14:03:17.04,NA,2017-11-07 14:03:17.04
2146,RWC0149,14,17616,2017-11-07 14:03:17.263,NA,2017-11-07 14:03:17.263
2147,FMR0051,14,18739,2017-11-07 14:03:17.487,NA,2017-11-07 14:03:17.487
2148,WFP0288,14,17619,2017-11-07 14:03:17.71,NA,2017-11-07 14:03:17.71
2149,RWM0331,14,18759,2017-11-07 14:03:17.93,NA,2017-11-07 14:03:17.93
2150,RWM0028,14,17664,2017-11-07 14:03:18.147,NA,2017-11-07 14:03:18.147
2151,CBP0025,14,17665,2017-11-07 14:03:18.37,NA,2017-11-07 14:03:18.37
2152,RKF0022,14,17760,2017-11-07 14:03:18.59,NA,2017-11-07 14:03:18.59
2153,CWP0034,14,17762,2017-11-07 14:03:18.823,NA,2017-11-07 14:03:18.823
2154,WCF0261,14,17765,2017-11-07 14:03:19.043,NA,2017-11-07 14:03:19.043
2155,ADB0055,14,17770,2017-11-07 14:03:19.263,NA,2017-11-07 14:03:19.263
2156,RWM0290,14,18647,2017-11-07 14:03:19.493,NA,2017-11-07 14:03:19.493
2157,RWC0151,14,17617,2017-11-07 14:03:19.72,NA,2017-11-07 14:03:19.72
2158,RLC0035,14,18750,2017-11-07 14:03:19.943,NA,2017-11-07 14:03:19.943
2159,OS 0035,14,18651,2017-11-07 14:03:20.163,NA,2017-11-07 14:03:20.163
2160,FMR0037,14,18742,2017-11-07 14:03:20.383,NA,2017-11-07 14:03:20.383
2161,FMR0035,14,18743,2017-11-07 14:03:20.62,NA,2017-11-07 14:03:20.62
2162,FMR0029,14,18744,2017-11-07 14:03:20.843,NA,2017-11-07 14:03:20.843
2163,FMR0025,14,18745,2017-11-07 14:03:21.067,NA,2017-11-07 14:03:21.067
2164,RWM0333,14,18746,2017-11-07 14:03:21.287,NA,2017-11-07 14:03:21.287
2165,FMR0050,14,18747,2017-11-07 14:03:21.507,NA,2017-11-07 14:03:21.507
2166,FMR0052,14,18786,2017-11-07 14:03:21.73,NA,2017-11-07 14:03:21.73
2167,RWM0026,14,18749,2017-11-07 14:03:21.95,NA,2017-11-07 14:03:21.95
2168,FMR0023,14,18760,2017-11-07 14:03:22.177,NA,2017-11-07 14:03:22.177
2169,FMR0034,14,18752,2017-11-07 14:03:22.403,NA,2017-11-07 14:03:22.403
2170,FMR0053,14,18753,2017-11-07 14:03:22.623,NA,2017-11-07 14:03:22.623
2171,FMR0033,14,18754,2017-11-07 14:03:22.847,NA,2017-11-07 14:03:22.847
2172,FMR0022,14,18755,2017-11-07 14:03:23.07,NA,2017-11-07 14:03:23.07
2173,JFL0017,14,18756,2017-11-07 14:03:23.313,NA,2017-11-07 14:03:23.313
2174,RWM0335,14,18757,2017-11-07 14:03:23.543,NA,2017-11-07 14:03:23.543
2175,WFP0504,14,18758,2017-11-07 14:03:23.77,NA,2017-11-07 14:03:23.77
2176,RWM0334,14,18740,2017-11-07 14:03:23.993,NA,2017-11-07 14:03:23.993
2177,GLF0009,14,18748,2017-11-07 14:03:24.22,NA,2017-11-07 14:03:24.22
2178,HDM0204,17,14533,2017-11-07 14:03:24.43,NA,2017-11-07 14:03:24.43
2179,HDM0182,17,14532,2017-11-07 14:03:24.653,NA,2017-11-07 14:03:24.653
2180,DBH0744,18,1982-90,2017-11-07 14:03:24.877,NA,2017-11-07 14:03:24.877
2181,DBH0757,18,1982-99,2017-11-07 14:03:25.097,NA,2017-11-07 14:03:25.097
2182,DBH0755,18,1982-97,2017-11-07 14:03:25.32,NA,2017-11-07 14:03:25.32
2183,DBH0753,18,1982-96,2017-11-07 14:03:25.547,NA,2017-11-07 14:03:25.547
2184,DBH0752,18,1982-95,2017-11-07 14:03:25.767,NA,2017-11-07 14:03:25.767
2185,DBH0751,18,1982-94,2017-11-07 14:03:25.987,NA,2017-11-07 14:03:25.987
2186,DBH0750,18,1982-93,2017-11-07 14:03:26.21,NA,2017-11-07 14:03:26.21
2187,DAV0129,18,1982-70,2017-11-07 14:03:26.437,NA,2017-11-07 14:03:26.437
2188,DBH0745,18,1982-91,2017-11-07 14:03:26.657,NA,2017-11-07 14:03:26.657
2189,DBH0742,18,1982-89,2017-11-07 14:03:26.927,NA,2017-11-07 14:03:26.927
2190,DBH0741,18,1982-88,2017-11-07 14:03:27.153,NA,2017-11-07 14:03:27.153
2191,DBH0740,18,1982-87,2017-11-07 14:03:27.377,NA,2017-11-07 14:03:27.377
2192,DBH0739,18,1982-86,2017-11-07 14:03:27.59,NA,2017-11-07 14:03:27.59
2193,DBH0737,18,1982-84,2017-11-07 14:03:27.813,NA,2017-11-07 14:03:27.813
2194,DAV0161,18,1982-75,2017-11-07 14:03:28.037,NA,2017-11-07 14:03:28.037
2195,DBH0746,18,1982-117,2017-11-07 14:03:28.293,NA,2017-11-07 14:03:28.293
2196,DBH0747,18,1982-92,2017-11-07 14:03:28.517,NA,2017-11-07 14:03:28.517
2197,JCB0004,18,1982-81,2017-11-07 14:03:28.743,NA,2017-11-07 14:03:28.743
2198,DAV0051,18,1882-64,2017-11-07 14:03:28.967,NA,2017-11-07 14:03:28.967
2199,DAV0052,18,1982-65,2017-11-07 14:03:29.19,NA,2017-11-07 14:03:29.19
2200,DAV0053,18,1982-66,2017-11-07 14:03:29.41,NA,2017-11-07 14:03:29.41
2201,DAV0054,18,1982-67,2017-11-07 14:03:29.63,NA,2017-11-07 14:03:29.63
2202,DAV0055,18,1982-68,2017-11-07 14:03:29.857,NA,2017-11-07 14:03:29.857
2203,DAV0058,18,1982-69,2017-11-07 14:03:30.073,NA,2017-11-07 14:03:30.073
2204,DBH0738,18,1982-85,2017-11-07 14:03:30.297,NA,2017-11-07 14:03:30.297
2205,DAV0132,18,1986-65,2017-11-07 14:03:30.517,NA,2017-11-07 14:03:30.517
2206,DBH0756,18,1985-47,2017-11-07 14:03:30.737,NA,2017-11-07 14:03:30.737
2207,JCB0006,18,1985-45,2017-11-07 14:03:30.957,NA,2017-11-07 14:03:30.957
2208,JCB0005,18,1982-82,2017-11-07 14:03:31.18,NA,2017-11-07 14:03:31.18
2209,DAV0165,18,1982-77,2017-11-07 14:03:31.417,NA,2017-11-07 14:03:31.417
2210,JCB0003,18,1982-80,2017-11-07 14:03:31.647,NA,2017-11-07 14:03:31.647
2211,JKO0005,18,1985-48,2017-11-07 14:03:31.92,NA,2017-11-07 14:03:31.92
2212,JRE0008,18,1982-116,2017-11-07 14:03:32.15,NA,2017-11-07 14:03:32.15
2213,JRE0007,18,1982-115,2017-11-07 14:03:32.373,NA,2017-11-07 14:03:32.373
2214,JOC0108,18,1982-114,2017-11-07 14:03:32.593,NA,2017-11-07 14:03:32.593
2215,JOC0106,18,1982-113,2017-11-07 14:03:32.813,NA,2017-11-07 14:03:32.813
2216,JKO0039,18,1982-112,2017-11-07 14:03:33.037,NA,2017-11-07 14:03:33.037
2217,JKO0038,18,1982-111,2017-11-07 14:03:33.257,NA,2017-11-07 14:03:33.257
2218,JCB0002,18,1982-79,2017-11-07 14:03:33.49,NA,2017-11-07 14:03:33.49
2219,DAV0166,18,1982-78,2017-11-07 14:03:33.707,NA,2017-11-07 14:03:33.707
2220,DAV0057,18,1985-44,2017-11-07 14:03:33.93,NA,2017-11-07 14:03:33.93
