ID,Specimen,CollectionID,AccessionNumber,EditDate,EditUser,RecordCreationDate
946,CWO0283,1,500023,2017-11-07 13:58:46.553,NA,2017-11-07 13:58:46.553
947,CWO0498,1,500028,2017-11-07 13:58:46.773,NA,2017-11-07 13:58:46.773
948,CWO0499,1,500029,2017-11-07 13:58:47,NA,2017-11-07 13:58:47
949,CWO0529,1,500030,2017-11-07 13:58:47.223,NA,2017-11-07 13:58:47.223
950,DBZ0044,1,500057,2017-11-07 13:58:47.45,NA,2017-11-07 13:58:47.45
951,DBZ0067,1,500059,2017-11-07 13:58:47.743,NA,2017-11-07 13:58:47.743
952,JMR0041,1,500125,2017-11-07 13:58:47.967,NA,2017-11-07 13:58:47.967
953,JMR0046,1,500126,2017-11-07 13:58:48.187,NA,2017-11-07 13:58:48.187
954,JMR0066,1,500127,2017-11-07 13:58:48.42,NA,2017-11-07 13:58:48.42
955,CWO0802,1,500040,2017-11-07 13:58:48.643,NA,2017-11-07 13:58:48.643
956,CWO0048,1,500017,2017-11-07 13:58:48.863,NA,2017-11-07 13:58:48.863
957,WFP0193,1,482844,2017-11-07 13:58:49.087,NA,2017-11-07 13:58:49.087
958,JWP0135,1,500132,2017-11-07 13:58:49.31,NA,2017-11-07 13:58:49.31
959,JMC0041,1,482828,2017-11-07 13:58:49.53,NA,2017-11-07 13:58:49.53
960,JMC0065,1,482830,2017-11-07 13:58:49.757,NA,2017-11-07 13:58:49.757
961,JMC0066,1,482831,2017-11-07 13:58:49.977,NA,2017-11-07 13:58:49.977
962,JMC0067,1,482832,2017-11-07 13:58:50.207,NA,2017-11-07 13:58:50.207
963,JMC0068,1,482833,2017-11-07 13:58:50.427,NA,2017-11-07 13:58:50.427
964,JMC0070,1,482834,2017-11-07 13:58:50.643,NA,2017-11-07 13:58:50.643
965,JMC0071,1,482835,2017-11-07 13:58:50.873,NA,2017-11-07 13:58:50.873
966,WFP0186,1,482837,2017-11-07 13:58:51.093,NA,2017-11-07 13:58:51.093
967,WFP0187,1,482838,2017-11-07 13:58:51.313,NA,2017-11-07 13:58:51.313
968,WFP0188,1,482839,2017-11-07 13:58:51.543,NA,2017-11-07 13:58:51.543
969,WFP0189,1,482840,2017-11-07 13:58:51.763,NA,2017-11-07 13:58:51.763
970,WFP0190,1,482841,2017-11-07 13:58:51.983,NA,2017-11-07 13:58:51.983
971,CWO0315,1,487276,2017-11-07 13:58:52.203,NA,2017-11-07 13:58:52.203
972,WFP0211,1,482851,2017-11-07 13:58:52.427,NA,2017-11-07 13:58:52.427
973,JMC0062,1,482826,2017-11-07 13:58:52.65,NA,2017-11-07 13:58:52.65
974,CWO0194,1,487185,2017-11-07 13:58:52.89,NA,2017-11-07 13:58:52.89
975,WFP0267,1,484987,2017-11-07 13:58:53.117,NA,2017-11-07 13:58:53.117
976,WFP0215,1,482855,2017-11-07 13:58:53.343,NA,2017-11-07 13:58:53.343
977,WFP0214,1,482854,2017-11-07 13:58:53.563,NA,2017-11-07 13:58:53.563
978,WFP0191,1,482842,2017-11-07 13:58:53.79,NA,2017-11-07 13:58:53.79
979,WFP0212,1,482852,2017-11-07 13:58:54.007,NA,2017-11-07 13:58:54.007
980,WFP0192,1,482843,2017-11-07 13:58:54.23,NA,2017-11-07 13:58:54.23
981,WFP0210,1,482850,2017-11-07 13:58:54.45,NA,2017-11-07 13:58:54.45
982,WFP0208,1,482849,2017-11-07 13:58:54.67,NA,2017-11-07 13:58:54.67
983,WFP0216,1,482848,2017-11-07 13:58:54.893,NA,2017-11-07 13:58:54.893
984,WFP0195,1,482846,2017-11-07 13:58:55.113,NA,2017-11-07 13:58:55.113
985,WFP0194,1,482845,2017-11-07 13:58:55.337,NA,2017-11-07 13:58:55.337
986,CWO0248,1,487232,2017-11-07 13:58:55.557,NA,2017-11-07 13:58:55.557
987,WFP0213,1,482853,2017-11-07 13:58:55.783,NA,2017-11-07 13:58:55.783
988,JMC0455,1,487469,2017-11-07 13:58:56.003,NA,2017-11-07 13:58:56.003
989,DBH0119,1,487495,2017-11-07 13:58:56.227,NA,2017-11-07 13:58:56.227
990,JMC0466,1,487476,2017-11-07 13:58:56.447,NA,2017-11-07 13:58:56.447
991,JMC0465,1,487475,2017-11-07 13:58:56.667,NA,2017-11-07 13:58:56.667
992,JMC0463,1,487474,2017-11-07 13:58:56.89,NA,2017-11-07 13:58:56.89
993,JMC0461,1,487473,2017-11-07 13:58:57.11,NA,2017-11-07 13:58:57.11
994,JMC0459,1,487472,2017-11-07 13:58:57.333,NA,2017-11-07 13:58:57.333
995,JMC0468,1,487478,2017-11-07 13:58:57.553,NA,2017-11-07 13:58:57.553
996,JMC0456,1,487470,2017-11-07 13:58:57.787,NA,2017-11-07 13:58:57.787
997,JMC0472,1,487479,2017-11-07 13:58:58.007,NA,2017-11-07 13:58:58.007
998,JMC0454,1,487468,2017-11-07 13:58:58.227,NA,2017-11-07 13:58:58.227
999,JMC0448,1,487467,2017-11-07 13:58:58.447,NA,2017-11-07 13:58:58.447
1000,JMC0442,1,487466,2017-11-07 13:58:58.67,NA,2017-11-07 13:58:58.67
1001,JMC0439,1,487465,2017-11-07 13:58:58.91,NA,2017-11-07 13:58:58.91
1002,JMC0438,1,487464,2017-11-07 13:58:59.15,NA,2017-11-07 13:58:59.15
1003,JMC0435,1,487463,2017-11-07 13:58:59.39,NA,2017-11-07 13:58:59.39
1004,JMC0457,1,487471,2017-11-07 13:58:59.623,NA,2017-11-07 13:58:59.623
1005,DBH0103,1,487486,2017-11-07 13:58:59.85,NA,2017-11-07 13:58:59.85
1006,JMC0339,1,487565,2017-11-07 13:59:00.07,NA,2017-11-07 13:59:00.07
1007,DBH0115,1,487493,2017-11-07 13:59:00.3,NA,2017-11-07 13:59:00.3
1008,DBH0114,1,487492,2017-11-07 13:59:00.52,NA,2017-11-07 13:59:00.52
1009,DBH0113,1,487491,2017-11-07 13:59:00.743,NA,2017-11-07 13:59:00.743
1010,DBH0112,1,487490,2017-11-07 13:59:00.96,NA,2017-11-07 13:59:00.96
1011,DBH0111,1,487489,2017-11-07 13:59:01.18,NA,2017-11-07 13:59:01.18
1012,JMC0467,1,487477,2017-11-07 13:59:01.403,NA,2017-11-07 13:59:01.403
1013,DBH0106,1,487487,2017-11-07 13:59:01.627,NA,2017-11-07 13:59:01.627
1014,JMC0430,1,487460,2017-11-07 13:59:01.85,NA,2017-11-07 13:59:01.85
1015,DBH0102,1,487485,2017-11-07 13:59:02.09,NA,2017-11-07 13:59:02.09
1016,DBH0100,1,487484,2017-11-07 13:59:02.31,NA,2017-11-07 13:59:02.31
1017,DBH0099,1,487483,2017-11-07 13:59:02.54,NA,2017-11-07 13:59:02.54
1018,JMC0481,1,487482,2017-11-07 13:59:02.763,NA,2017-11-07 13:59:02.763
1019,JMC0480,1,487481,2017-11-07 13:59:02.987,NA,2017-11-07 13:59:02.987
1020,JMC0479,1,487480,2017-11-07 13:59:03.21,NA,2017-11-07 13:59:03.21
1021,DBH0108,1,487488,2017-11-07 13:59:03.43,NA,2017-11-07 13:59:03.43
1022,JMC0295,1,487434,2017-11-07 13:59:03.65,NA,2017-11-07 13:59:03.65
1023,JMC0393,1,487442,2017-11-07 13:59:03.873,NA,2017-11-07 13:59:03.873
1024,JMC0390,1,487441,2017-11-07 13:59:04.103,NA,2017-11-07 13:59:04.103
1025,JMC0389,1,487440,2017-11-07 13:59:04.327,NA,2017-11-07 13:59:04.327
1026,JMC0375,1,487439,2017-11-07 13:59:04.55,NA,2017-11-07 13:59:04.55
1027,JMC0374,1,487438,2017-11-07 13:59:04.773,NA,2017-11-07 13:59:04.773
1028,JMC0371,1,487437,2017-11-07 13:59:04.997,NA,2017-11-07 13:59:04.997
1029,JMC0434,1,487462,2017-11-07 13:59:05.22,NA,2017-11-07 13:59:05.22
1030,JMC0297,1,487435,2017-11-07 13:59:05.44,NA,2017-11-07 13:59:05.44
1031,JMC0404,1,487445,2017-11-07 13:59:05.663,NA,2017-11-07 13:59:05.663
1032,JMC0281,1,487433,2017-11-07 13:59:05.89,NA,2017-11-07 13:59:05.89
1033,JMC0280,1,487432,2017-11-07 13:59:06.107,NA,2017-11-07 13:59:06.107
1034,COS0001,1,550197,2017-11-07 13:59:06.33,NA,2017-11-07 13:59:06.33
1035,JMC0275,1,487430,2017-11-07 13:59:06.56,NA,2017-11-07 13:59:06.56
1036,JMC0268,1,487428,2017-11-07 13:59:06.78,NA,2017-11-07 13:59:06.78
1037,JMC0267,1,487427,2017-11-07 13:59:07.007,NA,2017-11-07 13:59:07.007
1038,JMC0370,1,487436,2017-11-07 13:59:07.237,NA,2017-11-07 13:59:07.237
1039,JMC0418,1,487452,2017-11-07 13:59:07.46,NA,2017-11-07 13:59:07.46
1040,DBH0120,1,487496,2017-11-07 13:59:07.713,NA,2017-11-07 13:59:07.713
1041,JMC0429,1,487459,2017-11-07 13:59:07.933,NA,2017-11-07 13:59:07.933
1042,JMC0428,1,487458,2017-11-07 13:59:08.157,NA,2017-11-07 13:59:08.157
1043,JMC0427,1,487457,2017-11-07 13:59:08.37,NA,2017-11-07 13:59:08.37
1044,JMC0422,1,487456,2017-11-07 13:59:08.593,NA,2017-11-07 13:59:08.593
1045,JMC0421,1,487455,2017-11-07 13:59:08.813,NA,2017-11-07 13:59:08.813
1046,JMC0397,1,487443,2017-11-07 13:59:09.037,NA,2017-11-07 13:59:09.037
1047,JMC0419,1,487453,2017-11-07 13:59:09.257,NA,2017-11-07 13:59:09.257
1048,JMC0403,1,487444,2017-11-07 13:59:09.513,NA,2017-11-07 13:59:09.513
1049,JMC0416,1,487451,2017-11-07 13:59:09.737,NA,2017-11-07 13:59:09.737
1050,JMC0413,1,487450,2017-11-07 13:59:09.96,NA,2017-11-07 13:59:09.96
1051,JMC0412,1,487449,2017-11-07 13:59:10.18,NA,2017-11-07 13:59:10.18
1052,JMC0411,1,487448,2017-11-07 13:59:10.403,NA,2017-11-07 13:59:10.403
1053,JMC0406,1,487447,2017-11-07 13:59:10.63,NA,2017-11-07 13:59:10.63
1054,JMC0405,1,487446,2017-11-07 13:59:10.85,NA,2017-11-07 13:59:10.85
1055,JMC0431,1,487461,2017-11-07 13:59:11.073,NA,2017-11-07 13:59:11.073
1056,JMC0420,1,487454,2017-11-07 13:59:11.3,NA,2017-11-07 13:59:11.3
1057,JMC0272,1,487539,2017-11-07 13:59:11.51,NA,2017-11-07 13:59:11.51
1058,DBH0116,1,487494,2017-11-07 13:59:11.733,NA,2017-11-07 13:59:11.733
1059,JMC0284,1,487546,2017-11-07 13:59:11.957,NA,2017-11-07 13:59:11.957
1060,JMC0283,1,487545,2017-11-07 13:59:12.177,NA,2017-11-07 13:59:12.177
1061,JMC0282,1,487544,2017-11-07 13:59:12.42,NA,2017-11-07 13:59:12.42
1062,JMC0278,1,487543,2017-11-07 13:59:12.643,NA,2017-11-07 13:59:12.643
1063,CWO0631,1,487789,2017-11-07 13:59:12.863,NA,2017-11-07 13:59:12.863
1064,JMC0286,1,487548,2017-11-07 13:59:13.087,NA,2017-11-07 13:59:13.087
1065,CWO0805,1,500042,2017-11-07 13:59:13.307,NA,2017-11-07 13:59:13.307
1066,JMC0287,1,487549,2017-11-07 13:59:13.533,NA,2017-11-07 13:59:13.533
1067,JMC0271,1,487538,2017-11-07 13:59:13.76,NA,2017-11-07 13:59:13.76
1068,JMC0270,1,487537,2017-11-07 13:59:13.983,NA,2017-11-07 13:59:13.983
1069,JMC0265,1,487536,2017-11-07 13:59:14.233,NA,2017-11-07 13:59:14.233
1070,JMC0264,1,487535,2017-11-07 13:59:14.453,NA,2017-11-07 13:59:14.453
1071,JMC0262,1,487534,2017-11-07 13:59:14.67,NA,2017-11-07 13:59:14.67
1072,JMC0258,1,487533,2017-11-07 13:59:14.89,NA,2017-11-07 13:59:14.89
1073,JMC0276,1,487541,2017-11-07 13:59:15.113,NA,2017-11-07 13:59:15.113
1074,JMC0302,1,487556,2017-11-07 13:59:15.34,NA,2017-11-07 13:59:15.34
1075,JMC0322,1,487564,2017-11-07 13:59:15.573,NA,2017-11-07 13:59:15.573
1076,JMC0309,1,487563,2017-11-07 13:59:15.793,NA,2017-11-07 13:59:15.793
1077,JMC0308,1,487562,2017-11-07 13:59:16.023,NA,2017-11-07 13:59:16.023
1078,JMC0307,1,487561,2017-11-07 13:59:16.243,NA,2017-11-07 13:59:16.243
1079,JMC0306,1,487560,2017-11-07 13:59:16.467,NA,2017-11-07 13:59:16.467
1080,JMC0305,1,487559,2017-11-07 13:59:16.69,NA,2017-11-07 13:59:16.69
1081,JMC0285,1,487547,2017-11-07 13:59:16.91,NA,2017-11-07 13:59:16.91
1082,JMC0303,1,487557,2017-11-07 13:59:17.14,NA,2017-11-07 13:59:17.14
1083,JMC0255,1,487530,2017-11-07 13:59:17.36,NA,2017-11-07 13:59:17.36
1084,JMC0298,1,487555,2017-11-07 13:59:17.583,NA,2017-11-07 13:59:17.583
1085,JMC0296,1,487554,2017-11-07 13:59:17.8,NA,2017-11-07 13:59:17.8
1086,JMC0294,1,487553,2017-11-07 13:59:18.02,NA,2017-11-07 13:59:18.02
1087,JMC0293,1,487552,2017-11-07 13:59:18.243,NA,2017-11-07 13:59:18.243
1088,JMC0292,1,487551,2017-11-07 13:59:18.467,NA,2017-11-07 13:59:18.467
1089,JMC0288,1,487550,2017-11-07 13:59:18.7,NA,2017-11-07 13:59:18.7
1090,JMC0304,1,487558,2017-11-07 13:59:18.92,NA,2017-11-07 13:59:18.92
1091,DBH0165,1,487503,2017-11-07 13:59:19.153,NA,2017-11-07 13:59:19.153
1092,DBH0176,1,487511,2017-11-07 13:59:19.377,NA,2017-11-07 13:59:19.377
1093,DBH0175,1,487510,2017-11-07 13:59:19.597,NA,2017-11-07 13:59:19.597
1094,DBH0174,1,487509,2017-11-07 13:59:19.82,NA,2017-11-07 13:59:19.82
1095,DBH0173,1,487508,2017-11-07 13:59:20.04,NA,2017-11-07 13:59:20.04
1096,DBH0172,1,487507,2017-11-07 13:59:20.263,NA,2017-11-07 13:59:20.263
1097,DBH0171,1,487506,2017-11-07 13:59:20.507,NA,2017-11-07 13:59:20.507
1098,JMC0257,1,487532,2017-11-07 13:59:20.73,NA,2017-11-07 13:59:20.73
1099,DBH0166,1,487504,2017-11-07 13:59:20.937,NA,2017-11-07 13:59:20.937
1100,DBH0182,1,487514,2017-11-07 13:59:21.16,NA,2017-11-07 13:59:21.16
1101,DBH0130,1,487502,2017-11-07 13:59:21.38,NA,2017-11-07 13:59:21.38
1102,DBH0128,1,487501,2017-11-07 13:59:21.61,NA,2017-11-07 13:59:21.61
1103,DBH0127,1,487500,2017-11-07 13:59:21.83,NA,2017-11-07 13:59:21.83
1104,DBH0126,1,487499,2017-11-07 13:59:22.05,NA,2017-11-07 13:59:22.05
1105,DBH0122,1,487498,2017-11-07 13:59:22.29,NA,2017-11-07 13:59:22.29
1106,DBH0121,1,487497,2017-11-07 13:59:22.51,NA,2017-11-07 13:59:22.51
1107,DBH0168,1,487505,2017-11-07 13:59:22.733,NA,2017-11-07 13:59:22.733
1108,JMC0243,1,487521,2017-11-07 13:59:22.96,NA,2017-11-07 13:59:22.96
1109,JMC0261,1,487424,2017-11-07 13:59:23.18,NA,2017-11-07 13:59:23.18
1110,JMC0254,1,487529,2017-11-07 13:59:23.4,NA,2017-11-07 13:59:23.4
1111,JMC0253,1,487528,2017-11-07 13:59:23.627,NA,2017-11-07 13:59:23.627
1112,JMC0252,1,487527,2017-11-07 13:59:23.85,NA,2017-11-07 13:59:23.85
1113,JMC0249,1,487526,2017-11-07 13:59:24.093,NA,2017-11-07 13:59:24.093
1114,JMC0248,1,487525,2017-11-07 13:59:24.33,NA,2017-11-07 13:59:24.33
1115,DBH0178,1,487512,2017-11-07 13:59:24.553,NA,2017-11-07 13:59:24.553
1116,JMC0244,1,487522,2017-11-07 13:59:24.773,NA,2017-11-07 13:59:24.773
1117,DBH0180,1,487513,2017-11-07 13:59:25.007,NA,2017-11-07 13:59:25.007
1118,JMC0241,1,487520,2017-11-07 13:59:25.227,NA,2017-11-07 13:59:25.227
1119,JMC0240,1,487519,2017-11-07 13:59:25.45,NA,2017-11-07 13:59:25.45
1120,JMC0238,1,487518,2017-11-07 13:59:25.72,NA,2017-11-07 13:59:25.72
1121,JMC0239,1,487517,2017-11-07 13:59:25.94,NA,2017-11-07 13:59:25.94
1122,DBH0186,1,487516,2017-11-07 13:59:26.157,NA,2017-11-07 13:59:26.157
1123,DBH0184,1,487515,2017-11-07 13:59:26.377,NA,2017-11-07 13:59:26.377
1124,JMC0256,1,487531,2017-11-07 13:59:26.6,NA,2017-11-07 13:59:26.6
1125,JMC0247,1,487524,2017-11-07 13:59:26.82,NA,2017-11-07 13:59:26.82
1126,CWO0350,1,487328,2017-11-07 13:59:27.053,NA,2017-11-07 13:59:27.053
1127,JMC0266,1,487426,2017-11-07 13:59:27.28,NA,2017-11-07 13:59:27.28
1128,CWO0367,1,487335,2017-11-07 13:59:27.5,NA,2017-11-07 13:59:27.5
1129,CWO0365,1,487334,2017-11-07 13:59:27.72,NA,2017-11-07 13:59:27.72
1130,CWO0364,1,487333,2017-11-07 13:59:27.953,NA,2017-11-07 13:59:27.953
1131,CWO0361,1,487332,2017-11-07 13:59:28.17,NA,2017-11-07 13:59:28.17
1132,CWO0360,1,487331,2017-11-07 13:59:28.393,NA,2017-11-07 13:59:28.393
1133,CWO0375,1,487337,2017-11-07 13:59:28.617,NA,2017-11-07 13:59:28.617
1134,CWO0354,1,487329,2017-11-07 13:59:28.84,NA,2017-11-07 13:59:28.84
1135,CWO0376,1,487338,2017-11-07 13:59:29.057,NA,2017-11-07 13:59:29.057
1136,CWO0348,1,487327,2017-11-07 13:59:29.31,NA,2017-11-07 13:59:29.31
1137,CWO0347,1,487326,2017-11-07 13:59:29.54,NA,2017-11-07 13:59:29.54
1138,CWO0343,1,487325,2017-11-07 13:59:29.763,NA,2017-11-07 13:59:29.763
1139,CWO0342,1,487324,2017-11-07 13:59:29.987,NA,2017-11-07 13:59:29.987
1140,CWO0339,1,487323,2017-11-07 13:59:30.207,NA,2017-11-07 13:59:30.207
1141,CWO0334,1,487322,2017-11-07 13:59:30.427,NA,2017-11-07 13:59:30.427
1142,CWO0357,1,487330,2017-11-07 13:59:30.65,NA,2017-11-07 13:59:30.65
1143,DBH0107,1,487345,2017-11-07 13:59:30.873,NA,2017-11-07 13:59:30.873
1144,DBH0129,1,487353,2017-11-07 13:59:31.093,NA,2017-11-07 13:59:31.093
1145,DBH0125,1,487352,2017-11-07 13:59:31.313,NA,2017-11-07 13:59:31.313
1146,DBH0124,1,487351,2017-11-07 13:59:31.537,NA,2017-11-07 13:59:31.537
1147,DBH0123,1,487350,2017-11-07 13:59:31.757,NA,2017-11-07 13:59:31.757
1148,DBH0118,1,487349,2017-11-07 13:59:31.98,NA,2017-11-07 13:59:31.98
1149,DBH0117,1,487348,2017-11-07 13:59:32.203,NA,2017-11-07 13:59:32.203
1150,CWO0374,1,487336,2017-11-07 13:59:32.42,NA,2017-11-07 13:59:32.42
1151,DBH0109,1,487346,2017-11-07 13:59:32.643,NA,2017-11-07 13:59:32.643
1152,CWO0279,1,487319,2017-11-07 13:59:32.877,NA,2017-11-07 13:59:32.877
1153,DBH0105,1,487344,2017-11-07 13:59:33.1,NA,2017-11-07 13:59:33.1
1154,DBH0104,1,487343,2017-11-07 13:59:33.333,NA,2017-11-07 13:59:33.333
1155,DBH0101,1,487342,2017-11-07 13:59:33.613,NA,2017-11-07 13:59:33.613
1156,CWO0379,1,487341,2017-11-07 13:59:33.837,NA,2017-11-07 13:59:33.837
1157,CWO0378,1,487340,2017-11-07 13:59:34.06,NA,2017-11-07 13:59:34.06
1158,CWO0377,1,487339,2017-11-07 13:59:34.283,NA,2017-11-07 13:59:34.283
1159,DBH0110,1,487347,2017-11-07 13:59:34.51,NA,2017-11-07 13:59:34.51
1160,CWO0337,1,487293,2017-11-07 13:59:34.74,NA,2017-11-07 13:59:34.74
1161,CWO0352,1,487301,2017-11-07 13:59:34.96,NA,2017-11-07 13:59:34.96
1162,CWO0351,1,487300,2017-11-07 13:59:35.183,NA,2017-11-07 13:59:35.183
1163,CWO0349,1,487299,2017-11-07 13:59:35.41,NA,2017-11-07 13:59:35.41
1164,CWO0346,1,487298,2017-11-07 13:59:35.63,NA,2017-11-07 13:59:35.63
1165,CWO0345,1,487297,2017-11-07 13:59:35.857,NA,2017-11-07 13:59:35.857
1166,CWO0344,1,487296,2017-11-07 13:59:36.093,NA,2017-11-07 13:59:36.093
1167,CWO0291,1,487321,2017-11-07 13:59:36.317,NA,2017-11-07 13:59:36.317
1168,CWO0338,1,487294,2017-11-07 13:59:36.54,NA,2017-11-07 13:59:36.54
1169,CWO0358,1,487304,2017-11-07 13:59:36.763,NA,2017-11-07 13:59:36.763
1170,CWO0336,1,487292,2017-11-07 13:59:36.987,NA,2017-11-07 13:59:36.987
1171,CWO0335,1,487291,2017-11-07 13:59:37.207,NA,2017-11-07 13:59:37.207
1172,CWO0333,1,487290,2017-11-07 13:59:37.427,NA,2017-11-07 13:59:37.427
1173,CWO0332,1,487289,2017-11-07 13:59:37.657,NA,2017-11-07 13:59:37.657
1174,CWO0331,1,487288,2017-11-07 13:59:37.88,NA,2017-11-07 13:59:37.88
1175,CWO0330,1,487287,2017-11-07 13:59:38.1,NA,2017-11-07 13:59:38.1
1176,CWO0340,1,487295,2017-11-07 13:59:38.32,NA,2017-11-07 13:59:38.32
1177,CWO0369,1,487311,2017-11-07 13:59:38.54,NA,2017-11-07 13:59:38.54
1178,DBH0167,1,487356,2017-11-07 13:59:38.763,NA,2017-11-07 13:59:38.763
1179,CWO0278,1,487318,2017-11-07 13:59:38.99,NA,2017-11-07 13:59:38.99
1180,CWO0272,1,487317,2017-11-07 13:59:39.22,NA,2017-11-07 13:59:39.22
1181,CWO0247,1,487316,2017-11-07 13:59:39.443,NA,2017-11-07 13:59:39.443
1182,CWO0376,1,487315,2017-11-07 13:59:39.673,NA,2017-11-07 13:59:39.673
1183,CWO0373,1,487314,2017-11-07 13:59:39.897,NA,2017-11-07 13:59:39.897
1184,CWO0353,1,487302,2017-11-07 13:59:40.12,NA,2017-11-07 13:59:40.12
1185,CWO0370,1,487312,2017-11-07 13:59:40.353,NA,2017-11-07 13:59:40.353
1186,CWO0355,1,487303,2017-11-07 13:59:40.573,NA,2017-11-07 13:59:40.573
1187,CWO0368,1,487310,2017-11-07 13:59:40.79,NA,2017-11-07 13:59:40.79
1188,CWO0366,1,487309,2017-11-07 13:59:41.01,NA,2017-11-07 13:59:41.01
1189,CWO0363,1,487308,2017-11-07 13:59:41.23,NA,2017-11-07 13:59:41.23
1190,CWO0362,1,487307,2017-11-07 13:59:41.45,NA,2017-11-07 13:59:41.45
1191,CWO0260,1,487306,2017-11-07 13:59:41.687,NA,2017-11-07 13:59:41.687
1192,CWO0359,1,487305,2017-11-07 13:59:41.907,NA,2017-11-07 13:59:41.907
1193,CWO0290,1,487320,2017-11-07 13:59:42.13,NA,2017-11-07 13:59:42.13
1194,CWO0371,1,487313,2017-11-07 13:59:42.367,NA,2017-11-07 13:59:42.367
1195,JWP0101,1,487397,2017-11-07 13:59:42.59,NA,2017-11-07 13:59:42.59
1196,JWP0118,1,487405,2017-11-07 13:59:42.817,NA,2017-11-07 13:59:42.817
1197,JWP0117,1,487404,2017-11-07 13:59:43.043,NA,2017-11-07 13:59:43.043
1198,JWP0112,1,487403,2017-11-07 13:59:43.267,NA,2017-11-07 13:59:43.267
1199,JWP0111,1,487402,2017-11-07 13:59:43.487,NA,2017-11-07 13:59:43.487
1200,JWP0110,1,487401,2017-11-07 13:59:43.693,NA,2017-11-07 13:59:43.693
1201,JWP0109,1,487400,2017-11-07 13:59:43.927,NA,2017-11-07 13:59:43.927
1202,JWP0090,1,487390,2017-11-07 13:59:44.147,NA,2017-11-07 13:59:44.147
1203,JWP0102,1,487398,2017-11-07 13:59:44.37,NA,2017-11-07 13:59:44.37
1204,JWP0121,1,487408,2017-11-07 13:59:44.613,NA,2017-11-07 13:59:44.613
1205,JWP0100,1,487396,2017-11-07 13:59:44.84,NA,2017-11-07 13:59:44.84
1206,JWP0097,1,487395,2017-11-07 13:59:45.06,NA,2017-11-07 13:59:45.06
1207,JWP0096,1,487394,2017-11-07 13:59:45.297,NA,2017-11-07 13:59:45.297
1208,JWP0095,1,487393,2017-11-07 13:59:45.52,NA,2017-11-07 13:59:45.52
1209,JWP0094,1,487392,2017-11-07 13:59:45.743,NA,2017-11-07 13:59:45.743
1210,DBH0131,1,487354,2017-11-07 13:59:45.977,NA,2017-11-07 13:59:45.977
1211,JWP0103,1,487399,2017-11-07 13:59:46.197,NA,2017-11-07 13:59:46.197
1212,CWO0300,1,487415,2017-11-07 13:59:46.427,NA,2017-11-07 13:59:46.427
1213,JMC0277,1,487542,2017-11-07 13:59:46.65,NA,2017-11-07 13:59:46.65
1214,JMC0260,1,487423,2017-11-07 13:59:46.87,NA,2017-11-07 13:59:46.87
1215,JMC0251,1,487422,2017-11-07 13:59:47.097,NA,2017-11-07 13:59:47.097
1216,JMC0250,1,487421,2017-11-07 13:59:47.32,NA,2017-11-07 13:59:47.32
1217,JMC0245,1,487420,2017-11-07 13:59:47.557,NA,2017-11-07 13:59:47.557
1218,JMC0242,1,487419,2017-11-07 13:59:47.78,NA,2017-11-07 13:59:47.78
1219,JWP0119,1,487406,2017-11-07 13:59:47.993,NA,2017-11-07 13:59:47.993
1220,KDS0253,1,487417,2017-11-07 13:59:48.217,NA,2017-11-07 13:59:48.217
1221,JWP0120,1,487407,2017-11-07 13:59:48.44,NA,2017-11-07 13:59:48.44
1222,CWO0271,1,487414,2017-11-07 13:59:48.66,NA,2017-11-07 13:59:48.66
1223,JWP0126,1,487413,2017-11-07 13:59:48.897,NA,2017-11-07 13:59:48.897
1224,JWP0125,1,487412,2017-11-07 13:59:49.12,NA,2017-11-07 13:59:49.12
1225,JWP0124,1,487411,2017-11-07 13:59:49.343,NA,2017-11-07 13:59:49.343
1226,JWP0123,1,487410,2017-11-07 13:59:49.57,NA,2017-11-07 13:59:49.57
1227,JWP0122,1,487409,2017-11-07 13:59:49.79,NA,2017-11-07 13:59:49.79
1228,JWP0083,1,487389,2017-11-07 13:59:50.02,NA,2017-11-07 13:59:50.02
1229,JMC0237,1,487418,2017-11-07 13:59:50.243,NA,2017-11-07 13:59:50.243
1230,DBH0183,1,487362,2017-11-07 13:59:50.467,NA,2017-11-07 13:59:50.467
1231,JWP0027,1,487370,2017-11-07 13:59:50.69,NA,2017-11-07 13:59:50.69
1232,JWP0025,1,487369,2017-11-07 13:59:50.91,NA,2017-11-07 13:59:50.91
1233,JWP0024,1,487368,2017-11-07 13:59:51.143,NA,2017-11-07 13:59:51.143
1234,JWP0019,1,487367,2017-11-07 13:59:51.363,NA,2017-11-07 13:59:51.363
1235,JWP0011,1,487366,2017-11-07 13:59:51.583,NA,2017-11-07 13:59:51.583
1236,JWP0006,1,487365,2017-11-07 13:59:51.807,NA,2017-11-07 13:59:51.807
1237,JWP0091,1,487391,2017-11-07 13:59:52.027,NA,2017-11-07 13:59:52.027
1238,DBH0185,1,487363,2017-11-07 13:59:52.263,NA,2017-11-07 13:59:52.263
1239,JWP0034,1,487373,2017-11-07 13:59:52.487,NA,2017-11-07 13:59:52.487
1240,DBH0181,1,487361,2017-11-07 13:59:52.707,NA,2017-11-07 13:59:52.707
1241,DBH0179,1,487360,2017-11-07 13:59:52.927,NA,2017-11-07 13:59:52.927
1242,DBH0177,1,487359,2017-11-07 13:59:53.143,NA,2017-11-07 13:59:53.143
1243,DBH0170,1,487358,2017-11-07 13:59:53.367,NA,2017-11-07 13:59:53.367
